sentence_id,sentence,tokens,num_tokens,labels (space-separated),num_labels
sent_0377,Thalaivanuku naattu mela paithiyam .... Namba aatchi varuthula thambi varum thalaiva dialogue onnu onnum verithanama iruku thalaiva movie tharamana sambavama irukum kaathiruppom,Thalaivanuku naattu mela paithiyam Namba aatchi varuthula thambi varum thalaiva dialogue onnu onnum verithanama iruku thalaiva movie tharamana sambavama irukum kaathiruppom,21,ta ta ta ta ta ta ta ta ta ta en ta ta ta ta ta en ta ta ta ta,21
sent_0378,பள்ளி மற்றும் கல்லூரி பெண்கள் பிள்ளைகள் கட்டாயம் பார்க்க வேண்டிய படம்...தமிழ்நாட்டில் இந்த படத்தை ஒன்பது ரூபாய் நோட்டு படம் போல (விழிப்புணர்வுக்காக) திரையிட்டால் நல்லது...,பளள மறறம கலலர பணகள பளளகள கடடயம பரகக வணடய படமதமழநடடல இநத படதத ஒனபத ரபய நடட படம பல வழபபணரவககக தரயடடல நலலத,19,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,19
sent_0379,Best in best in all trailers,Best in best in all trailers,6,en en en en en en,6
sent_0380,Yuvan bgm matum than mass ah iruku. Trailer worth illa,Yuvan bgm matum than mass ah iruku Trailer worth illa,10,ta na ta ta ta ta ta en en ta,10
sent_0381,haath to face se bhi bade kar diye!,haath to face se bhi bade kar diye,8,na en en na na na na na,8
sent_0382,Beethoven music copy panna ilayaraja avar sonna mathiri aanmai ilathavoro.,Beethoven music copy panna ilayaraja avar sonna mathiri aanmai ilathavoro,10,en en en ta ta ta ta ta ta ta,10
sent_0383,"இப்படம் வெற்றி பெற வாழ்த்துக்ள் ,நாங்க படம் எடுத்தா ஜாதி வெறி ...,அதே நீங்க எடுத்தா அது என்னா kk ........",இபபடம வறற பற வழததகள நஙக படம எடதத ஜத வற அத நஙக எடதத அத எனன kk,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta na,15
sent_0384,Ajit u are not made for remake,Ajit u are not made for remake,7,na en en en en en en,7
sent_0385,அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை,அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம அரம,34,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,34
sent_0386,அரசியல் padam ந அது சர்கார் படம்தான் அரசியல் வாதி ga. மக்களை epdila முட்டால் laga yamathitu irukkanuga னு sarkar படத்துல தெள்ள தெளிவா kattirupanga sarkar movie ல வர Mathiri tha. ipo namma naadtoda nilama,அரசயல padam ந அத சரகர படமதன அரசயல வத ga மககள epdila மடடல laga yamathitu irukkanuga ன sarkar படததல தளள தளவ kattirupanga sarkar movie ல வர Mathiri tha ipo namma naadtoda nilama,31,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta en ta ta ta ta ta ta ta ta,31
sent_0387,All the best shankar sir& rajini garu ...From andhra powerstar pavan kalyan fans,All the best shankar sir rajini garu From andhra powerstar pavan kalyan fans,13,en en en ta en ta ta en ta en ta ta en,13
sent_0388,Hero will be a blockbuster for sk anna,Hero will be a blockbuster for sk anna,8,en en en en en en na ta,8
sent_0389,சாதி படம் இல்லாமல் இருந்தால் தமிழ் சினிமா நல்லா இருக்கும்,சத படம இலலமல இரநதல தமழ சனம நலல இரககம,8,ta ta ta ta ta ta ta ta,8
sent_0390,Pink movie ki copy hai .....,Pink movie ki copy hai,5,en en ta en ta,5
sent_0391,Mersale aa scene kandal arrayalum chrichupokum,Mersale aa scene kandal arrayalum chrichupokum,6,na na en ta ta ta,6
sent_0392,Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam,Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam,8,ta ta na ta ta ta ta ta,8
sent_0393,Enaku kabaali trailer pakra madhiriye iruku,Enaku kabaali trailer pakra madhiriye iruku,6,ta ta en ta ta ta,6
sent_0394,ரஜினி பார்த்தால் இந்த நியூஸ் லா சொன்ன மதிரி ஒரு நிமிசம் தலை சுத்தி போச்சுன்னு நினைப்பார்,ரஜன பரததல இநத நயஸ ல சனன மதர ஒர நமசம தல சதத பசசனன நனபபர,13,ta ta ta ta ta ta ta ta ta ta ta ta ta,13
sent_0395,692 k likes reached aairuku,692 k likes reached aairuku,5,na na en en ta,5
sent_0396,நான் அரசியலுக்கு வருவது உறுதி .... ஏ இது 96 யார ஏமாத்துறீங்க.... ?,நன அரசயலகக வரவத உறத ஏ இத 96 யர ஏமததறஙக,9,ta ta ta ta ta ta ta ta ta,9
sent_0397,மிக பெரிய வரலாற்று வெற்றி படமாக அமைய வாழ்த்துக்கள்,மக பரய வரலறற வறற படமக அமய வழததககள,7,ta ta ta ta ta ta ta,7
sent_0398,Elizabeth theme aah yedhuku idhuku potinga,Elizabeth theme aah yedhuku idhuku potinga,6,en en ta ta ta ta,6
sent_0399,"past,present,future of selvaragavan flim making rockzzz....",pastpresentfuture of selvaragavan flim making rockzzz,6,en en ta en en en,6
sent_0400,Bgm theme music gousebomes awesome last la kani sasi vera level marana waiting,Bgm theme music gousebomes awesome last la kani sasi vera level marana waiting,13,na en en en en en ta ta ta ta en ta en,13
sent_0401,உங்கள தவிர தமிழ்நாட்டில் இந்த மாதிரி நடிக்கிறதுக்கு வேற யாரும் இல்ல சார் ஜெயம் ரவி சார் சூப்பர் சார்,உஙகள தவர தமழநடடல இநத மதர நடககறதகக வற யரம இலல சர ஜயம ரவ சர சபபர சர,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,15
sent_0402,Penmaye..! Entha soolnilayilum parai pandrigalai nambi sendru Vida vendam..!,Penmaye Entha soolnilayilum parai pandrigalai nambi sendru Vida vendam,9,ta ta ta ta ta ta ta ta ta,9
sent_0403,முதலில் இளையராஜா பெயர் அதற்கு பிறகு மிஷ்கின் பெயர்....,மதலல இளயரஜ பயர அதறக பறக மஷகன பயர,7,ta ta ta ta ta ta ta,7
sent_0404,Omg 4days aguthu no 1 trending,Omg 4days aguthu no 1 trending,6,en na ta en na en,6
sent_0405,Ena pa ithu என் peru varuthu apo ரொம்ப different a irukum nu Ninaaikra,Ena pa ithu என peru varuthu apo ரமப different a irukum nu Ninaaikra,13,ta ta ta ta ta ta ta ta en en ta ta ta,13
sent_0406,Surya anna semmaya irukki poodu #surya,Surya anna semmaya irukki poodu surya,6,ta ta ta ta ta ta,6
sent_0407,நான் முத்தரையர்( அம்பலம்... அம்பலகாரர்.... சேர்வை..... முத்துராஜா...வலையர்.. ).... இந்த படம் எடுத்த டைரக்டர் கோடி நன்றிகள்.....,நன மததரயர அமபலம அமபலகரர சரவ மததரஜவலயர இநத படம எடதத டரகடர கட நனறகள,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0408,Indha naadum nattu makkalum naasamai pogattum,Indha naadum nattu makkalum naasamai pogattum,6,ta ta ta ta ta ta,6
sent_0409,I watch 156 time pangal Ila petta pangal,I watch 156 time pangal Ila petta pangal,8,en en na en ta ta ta ta,8
sent_0410,Ultimate....vera level...... Dhanush sir hats off sir...unga nadippuku vera level....ellarum paaka vendiya padam,Ultimatevera level Dhanush sir hats off sirunga nadippuku vera levelellarum paaka vendiya padam,13,na en ta en en en ta ta ta na ta ta ta,13
sent_0411,Intha trailer ahh pathutu Kekaa bekka short film ahhh theda ponavangha yaaru,Intha trailer ahh pathutu Kekaa bekka short film ahhh theda ponavangha yaaru,12,ta en ta ta ta ta en en ta ta ta ta,12
sent_0412,Silaiyai udaikalam sinthanayaium sithanthayum azhika mudiyathu power full dialogue,Silaiyai udaikalam sinthanayaium sithanthayum azhika mudiyathu power full dialogue,9,ta ta ta ta ta ta en en en,9
sent_0413,Ommala verha level last dialogue,Ommala verha level last dialogue,5,ta ta en en en,5
sent_0414,17 Million views kaga wait panravanga like pannunga,17 Million views kaga wait panravanga like pannunga,8,na en en ta en ta en ta,8
sent_0415,thalaivar Veri thanam nu soldravanga like panunga,thalaivar Veri thanam nu soldravanga like panunga,7,ta ta ta ta ta en ta,7
sent_0416,Vjs karupan village getup next sangathamizhan block buster,Vjs karupan village getup next sangathamizhan block buster,8,na ta en en en na en en,8
sent_0417,உலக சாதனையை உடைத்து எறிந்து தல ரசிகர்கள் என்று மார்தட்டுவோம்.,உலக சதனய உடதத எறநத தல ரசகரகள எனற மரதடடவம,8,ta ta ta ta ta ta ta ta,8
sent_0418,Indha movie ka ka po short flim la irrundhu full kadhaya suttu teenga,Indha movie ka ka po short flim la irrundhu full kadhaya suttu teenga,13,ta en ta ta ta en en ta ta en ta ta ta,13
sent_0419,karthi enna kidu look aanu.poli mass padamanu.narenum thakarthu,karthi enna kidu look aanupoli mass padamanunarenum thakarthu,8,ta ta ta en ta ta ta ta,8
sent_0420,வந்தா ராஜாவா வருவேன் ராஜாக்கு நூறு தோஸ்து,வநத ரஜவ வரவன ரஜகக நற தஸத,6,ta ta ta ta ta ta,6
sent_0421,Marana waiting for nkp fdfs ku,Marana waiting for nkp fdfs ku,6,ta en en na na ta,6
sent_0422,endha padam release agala anaa kandipa hit,endha padam release agala anaa kandipa hit,7,ta ta en ta ta ta en,7
sent_0423,Entha oru miga periya visiyama irunthalum Athu aani verula inthu aarambikkanum,Entha oru miga periya visiyama irunthalum Athu aani verula inthu aarambikkanum,11,ta ta ta ta ta ta ta ta ta ta ta,11
sent_0424,Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaa mavane kollama vida maaten,Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaa mavane kollama vida maaten,5,ta ta ta ta ta,5
sent_0425,Thalaivar mass ah paththi theriyadhavanga yaarumey illa,Thalaivar mass ah paththi theriyadhavanga yaarumey illa,7,ta ta ta ta ta ta ta,7
sent_0426,அல்லு சில்லு எல்லாம் ஒதுங்குடா அக்னி தாய் வருகிறாள்..!,அலல சலல எலலம ஒதஙகட அகன தய வரகறள,7,ta ta ta ta ta ta ta,7
sent_0427,Padam. Kandippa hit u tan... Vera level try na... Jayam ravi anna all the best.. Ithae Madri.. Ini Super ana Flims a neenga engalluku taranum.... Vera level goosebumps a irunthuchu trailer.. Mass na... Yogi babu anna my fav.. Avarum superrr....,Padam Kandippa hit u tan Vera level try na Jayam ravi anna all the best Ithae Madri Ini Super ana Flims a neenga engalluku taranum Vera level goosebumps a irunthuchu trailer Mass na Yogi babu anna my fav Avarum superrr,40,ta ta en en ta ta en en ta ta ta ta en en en ta ta ta en ta en en ta ta ta ta en en en ta en ta ta ta ta ta en en ta en,40
sent_0428,Congratulations Draupathi Team. திரௌபதி வெற்றி பெற வாழ்த்துக்கள்.,Congratulations Draupathi Team தரபத வறற பற வழததககள,7,en ta en ta ta ta ta,7
sent_0429,wowwww! 9.8 m I am waiting for 10 m views varala varala va varla vaaa !,wowwww 98 m I am waiting for 10 m views varala varala va varla vaaa,15,en na na en en en en na na en ta ta ta ta ta,15
sent_0430,Yenda ipadi padam eduthu jayalalitha va marupadi kolringa,Yenda ipadi padam eduthu jayalalitha va marupadi kolringa,8,ta ta ta ta ta ta ta ta,8
sent_0431,கொங்கு நாடு மக்கள் தேசிய கட்சி சார்பாக வெற்றி பெற வாழ்த்துக்கள்,கஙக நட மககள தசய கடச சரபக வறற பற வழததககள,9,ta ta ta ta ta ta ta ta ta,9
sent_0432,இப்ப ஜாதிய வளர்க சினிமா மட்டும் போதும்,இபப ஜதய வளரக சனம மடடம பதம,6,ta ta ta ta ta ta,6
sent_0433,"Movie 2nd time pathen semya iruku kalakitinga, karthi, lokesh, sam CS verithanam",Movie 2nd time pathen semya iruku kalakitinga karthi lokesh sam CS verithanam,12,en na en ta ta ta ta ta ta ta na ta,12
sent_0434,Enaku ennamo NTK NTK nu ketkuthu. Athuvum avanunku intha naattu mela thaan paithyamnu solrathu seeman ah sonna mathiri thaan iruku. All the best team,Enaku ennamo NTK NTK nu ketkuthu Athuvum avanunku intha naattu mela thaan paithyamnu solrathu seeman ah sonna mathiri thaan iruku All the best team,24,ta ta na na ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta en en en en,24
sent_0435,Thalaiver padam vetri adaiya thalaiyin rasikarkalin vaalthukkal,Thalaiver padam vetri adaiya thalaiyin rasikarkalin vaalthukkal,7,ta ta ta ta ta ta ta,7
sent_0436,"Psyco 1960 Hollywood la vandhuruku. Andha moviya remake pannitananunga Pola,",Psyco 1960 Hollywood la vandhuruku Andha moviya remake pannitananunga Pola,10,en na en ta ta ta ta en ta ta,10
sent_0437,90's kids gift movie m jayam ravi ultimate,90s kids gift movie m jayam ravi ultimate,8,na en en en na ta ta en,8
sent_0438,Ever shankar sir.... great film maker...,Ever shankar sir great film maker,6,en ta en en en en,6
sent_0439,Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,11,ta ta ta at ta ta ta ta ta ta ta,11
sent_0440,Last dialogue ellarum kettingala trailer ah full ah parunga semma dialogue,Last dialogue ellarum kettingala trailer ah full ah parunga semma dialogue,11,en en ta ta en ta en ta ta ta en,11
sent_0441,Kathi x Nerkonda Parvai mix,Kathi x Nerkonda Parvai mix,5,ta na ta ta en,5
sent_0442,2:00 yehh idhu 96 yara yemathuringa jayam ravi acting super,200 yehh idhu 96 yara yemathuringa jayam ravi acting super,10,na na ta na ta ta ta ta en en,10
sent_0443,ALL BOYS BAAHUBALI TRAILER RECORD VIEWS= 8 CRORE LIKES= 7 LAKS SO 2 DAYS BEAT PANNA LIKE PANNU GIVEUP,ALL BOYS BAAHUBALI TRAILER RECORD VIEWS 8 CRORE LIKES 7 LAKS SO 2 DAYS BEAT PANNA LIKE PANNU GIVEUP,19,en en ta en en en na na en na na en na en en ta en ta en,19
sent_0444,"Ivvalavu nallh trailer ah um dislike panringalae,yaru paatha veliya irukku",Ivvalavu nallh trailer ah um dislike panringalaeyaru paatha veliya irukku,10,ta ta en ta ta en ta ta ta ta,10
sent_0445,Amma I'm a big fan of Amma(Jay Lalita mam),Amma Im a big fan of AmmaJay Lalita mam,9,ta en en en en en ta ta ta,9
sent_0446,0:46 pubg fans hit likes,046 pubg fans hit likes,5,na na en en en,5
sent_0447,Kadisila teejay vumah gv music vera level pa,Kadisila teejay vumah gv music vera level pa,8,ta ta ta na en ta en ta,8
sent_0448,Surya sir cult from telugu,Surya sir cult from telugu,5,ta en en en na,5
sent_0449,வரும்ம்.......... பார். வந்துட்டாரு சூர்யா அண்ணா தீயா இருக்கு . முதல் நாள் முதல் காட்சிக்கு நான் இப்போவே தயார்,வரமம பர வநதடடர சரய அணண தய இரகக மதல நள மதல கடசகக நன இபபவ தயர,14,ta ta ta ta ta ta ta ta ta ta ta ta ta ta,14
sent_0450,Jinko Tamil Kuche Bhi Nahi Samja O Thodo Like......,Jinko Tamil Kuche Bhi Nahi Samja O Thodo Like,9,na na na na na na na na en,9
sent_0451,Love you rajinikanth sir super star,Love you rajinikanth sir super star,6,en en ta en en en,6
sent_0452,Myskin bhai kya bhai Intha mathiri pannitingale,Myskin bhai kya bhai Intha mathiri pannitingale,7,na na na na na na na,7
sent_0453,Suriya luv u anna Annan uyir,Suriya luv u anna Annan uyir,6,ta en en ta ta ta,6
sent_0454,Akshara Hasan... Acting is not ur thing.. SERIOUSLY!,Akshara Hasan Acting is not ur thing SERIOUSLY,8,ta ta en en en en en en,8
sent_0455,1:20 Vijay refer pandra maathiri iruke .,120 Vijay refer pandra maathiri iruke,6,na ta en ta ta ta,6
sent_0456,tamilnatla unoda papu vegadhu d.. edhu thala thalapathy oda kota da!,tamilnatla unoda papu vegadhu d edhu thala thalapathy oda kota da,11,ta ta ta ta na ta ta ta ta ta ta,11
sent_0457,luv u ರಜನಿ... luv from Karnataka,luv u ರಜನ luv from Karnataka,6,en en ta en en ta,6
sent_0458,Ippadi neraya neraya neraya time paapen... Thala,Ippadi neraya neraya neraya time paapen Thala,7,ta ta ta ta en ta ta,7
sent_0459,"மண்ணு, பொண்ணு ரெண்டுமே ஒன்னு அதுல எவன் கைய வச்சாலும் வெட்டுவோம் #திரெளபதி",மணண பணண ரணடம ஒனன அதல எவன கய வசசலம வடடவம தரளபத,10,ta ta ta ta ta ta ta ta ta ta,10
sent_0460,Yarathu irrukigala ? Itha trending 1 listla irrunthu seekeram eduga romba nala trending 1'le irruku pa,Yarathu irrukigala Itha trending 1 listla irrunthu seekeram eduga romba nala trending 1le irruku pa,15,ta ta ta en na ta ta ta ta ta ta en na ta ta,15
sent_0461,Apo pongalukku black shirt & vesti vaangida vendiyadhu dhan. Summa pongala Mass pannrom,Apo pongalukku black shirt vesti vaangida vendiyadhu dhan Summa pongala Mass pannrom,12,ta ta en en en ta ta ta ta ta ta ta,12
sent_0462,singam vetta aarambichu da...mass,singam vetta aarambichu damass,4,ta ta ta ta,4
sent_0463,பொண்ணுக்கு புடிச்சிருந்த அவங்க யார வேணும்னாலும் கல்யாணம் பண்ணுங்க நீங்க யார நீங்க என்னா பொண்ணுங்களோட ஆறாவது அறிவா அவங்களுக்கு சுயமா முடிவெடுக்க தெரியாது,பணணகக படசசரநத அவஙக யர வணமனலம கலயணம பணணஙக நஙக யர நஙக எனன பணணஙகளட ஆறவத அறவ அவஙகளகக சயம மடவடகக தரயத,18,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,18
sent_0464,indha bgm ah mattum ena pundaikku copy adichan indha ilayaraja .. oru vela aanama poirucho,indha bgm ah mattum ena pundaikku copy adichan indha ilayaraja oru vela aanama poirucho,14,ta na ta ta ta ta en ta ta ta ta ta at ta,14
sent_0465,இந்த படத்தை தயவு செய்து பார்க்க வேண்டாம். ஜெயம்ரவி உண்மையில் கோமாளி. அவன் வாகனவிபத்தில் கோமா நிலைமைக்கு போகனும்.,இநத படதத தயவ சயத பரகக வணடம ஜயமரவ உணமயல கமள அவன வகனவபததல கம நலமகக பகனம,14,ta ta ta ta ta ta ta ta ta ta ta ta ta ta,14
sent_0466,ஏய் இது 96 ... யார ஏமாத்துற?,ஏய இத 96 யர ஏமததற,5,ta ta na ta ta,5
sent_0467,Dear Thala veriyarzhal.... Vivegam movie super nu solluravanga...... Like post pannuga.....,Dear Thala veriyarzhal Vivegam movie super nu solluravanga Like post pannuga,11,en ta ta ta en en ta ta en en ta,11
sent_0468,OMG awesome vikram speak in Malaysian language,OMG awesome vikram speak in Malaysian language,7,en en ta en en na en,7
sent_0469,PETTA trailer SUPER Rajnikanth Garu style we want Telugu release on January 10 Rajnikanth STYLE ADURS pakka MASS,PETTA trailer SUPER Rajnikanth Garu style we want Telugu release on January 10 Rajnikanth STYLE ADURS pakka MASS,18,ta en en ta ta en en en na en en en na ta en ta ta ta,18
sent_0470,Vellore mavattam vanniya kula ksa3n movie vattri para vayuthukal,Vellore mavattam vanniya kula ksa3n movie vattri para vayuthukal,9,ta ta ta ta na en ta ta ta,9
sent_0471,கொய்யால எங்க தலைவரையும் கிண்டல் பன்னி இருக்கிங்களா...... ஆனா நல்லா தான் இருக்கு,கயயல எஙக தலவரயம கணடல பனன இரககஙகள ஆன நலல தன இரகக,10,ta ta ta ta ta ta ta ta ta ta,10
sent_0472,Indha cinemaavukkaaha sollala sinna paya makkaa.. SINDHIYUNGAL Andha oruvandhaanda Seeman...adha payan padithikka solraangha puriyudhaa....thamizha?,Indha cinemaavukkaaha sollala sinna paya makkaa SINDHIYUNGAL Andha oruvandhaanda Seemanadha payan padithikka solraangha puriyudhaathamizha,14,ta ta ta ta ta ta ta ta ta ta ta ta ta ta,14
sent_0473,"Trailer VErha Levalllllllllllllllllllllllllllllllllllll... yevlo TIMES pathalum ,New pakura mathiri iruku...",Trailer VErha Levalllllllllllllllllllllllllllllllllllll yevlo TIMES pathalum New pakura mathiri iruku,10,en ta en ta en ta en ta ta ta,10
sent_0474,Ilaya super star dhanush sir maari mudiyuma,Ilaya super star dhanush sir maari mudiyuma,7,ta en en ta en ta ta,7
sent_0475,இந்த டிரைலை ஒரு தடவைக்கு மேல பார்த்தவங்க லைக் போடுங்க,இநத டரல ஒர தடவகக மல பரததவஙக லக படஙக,8,ta ta ta ta ta ta ta ta,8
sent_0476,Mass trailer Makkal selvan fans hit likes..,Mass trailer Makkal selvan fans hit likes,7,ta en ta ta en en en,7
sent_0477,Mass teaser bgm vera level,Mass teaser bgm vera level,5,ta en na ta en,5
sent_0478,யுவராஜ் கவுண்டர் பேரவை வேளாளர் ம வெள்ளாளர் சமுதாயத்தின் உணர்வு,யவரஜ கவணடர பரவ வளளர ம வளளளர சமதயததன உணரவ,8,ta ta ta ta ta ta ta ta,8
sent_0479,yara yara Ivan ourai keta theriyum . Ivan yaru endu ivannuke teriyada,yara yara Ivan ourai keta theriyum Ivan yaru endu ivannuke teriyada,11,ta ta na ta ta ta na ta ta ta ta,11
sent_0480,Andha 1:55 min la varra dialogue uhh dislike pandra anils kku correctahh porundhudhu,Andha 155 min la varra dialogue uhh dislike pandra anils kku correctahh porundhudhu,13,ta na en ta ta en ta en ta ta ta na ta,13
sent_0481,மாபெரும் வெற்றி படமாக (பாடமாக) அமையும் வாழ்த்துகள் அண்ணா.,மபரம வறற படமக படமக அமயம வழததகள அணண,7,ta ta ta ta ta ta ta,7
sent_0482,Ella thappichu odungada... ithu unmailaye psycho padam thaan da...,Ella thappichu odungada ithu unmailaye psycho padam thaan da,9,ta ta ta ta ta en ta ta ta,9
sent_0483,Neerkonda paarvai flop aaga poothu..koomali hit aaga poothu,Neerkonda paarvai flop aaga poothukoomali hit aaga poothu,8,ta ta en ta ta en ta ta,8
sent_0484,வெற்றி பெறவாழ்த்துக்கள் ... நம் வன்னிய மக்கள் ஆதரவுடன்,வறற பறவழததககள நம வனனய மககள ஆதரவடன,6,ta ta ta ta ta ta,6
sent_0485,Extrdinary illayaraja sir and marvelous maker miskin,Extrdinary illayaraja sir and marvelous maker miskin,7,en ta en en en en ta,7
sent_0486,Style na it's super star no one else,Style na its super star no one else,8,en ta en en en en en en,8
sent_0487,அப்படியே பொள்ளாச்சி ல பல பெண்கள நாசம் பண்ண உயர் சாதிய கொஞ்சம் காட்டுங்கடா வெண்ணைங்களா,அபபடய பளளசச ல பல பணகள நசம பணண உயர சதய கஞசம கடடஙகட வணணஙகள,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0488,Mohan. g s Real darbar!,Mohan g s Real darbar,5,ta na na en ta,5
sent_0489,vera level thala nee vaa thala 24 kaaga thaan naangllam kaathirukom 24 annaki ready to rage,vera level thala nee vaa thala 24 kaaga thaan naangllam kaathirukom 24 annaki ready to rage,16,ta en ta ta ta ta na ta ta ta ta na ta en en en,16
sent_0490,kathikite irukan... nthng new.. same as s1 nd s2,kathikite irukan nthng new same as s1 nd s2,9,ta ta en en en en na na na,9
sent_0491,elarum theri trailer pathach thana sura padam putto katatuma,elarum theri trailer pathach thana sura padam putto katatuma,9,ta ta en ta ta ta ta ta ta,9
sent_0492,Enna gethu enna style super thala da,Enna gethu enna style super thala da,7,ta ta ta en en ta ta,7
sent_0493,In the Talab polygon Dabang Nagar Pune,In the Talab polygon Dabang Nagar Pune,7,en en na en ta ta ta,7
sent_0494,Othaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Vera Level back to the form Thala....,Othaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Vera Level back to the form Thala,8,ta ta en en en en en ta,8
sent_0495,thalaiva unnkala screen la paathu 1 year aachu intha year mass kaaturom vera level teaser,thalaiva unnkala screen la paathu 1 year aachu intha year mass kaaturom vera level teaser,15,ta ta en ta ta na en ta ta en ta ta ta en en,15
sent_0496,"Iam in kerala..... must waiting .... Suriya, lalettan",Iam in kerala must waiting Suriya lalettan,7,en en na en en ta ta,7
sent_0497,Ithula dislike panna enna iruku ?,Ithula dislike panna enna iruku,5,ta en ta ta ta,5
sent_0498,asusual tata sumo and running camera,asusual tata sumo and running camera,6,en ta ta en en en,6
sent_0499,Tamil nhi samjh aayi but Akshay tere liye kuch bhi....,Tamil nhi samjh aayi but Akshay tere liye kuch bhi,10,na na na na en ta na na na na,10
sent_0500,I am a thala fan but please stop abusing thalapathy fans.....true thalapathy fans apidi abuse panamatanga apidi panna avanga thalapathy fans illa......abuse panra maathri comment panravangala kandukama vitrunga one request,I am a thala fan but please stop abusing thalapathy fanstrue thalapathy fans apidi abuse panamatanga apidi panna avanga thalapathy fans illaabuse panra maathri comment panravangala kandukama vitrunga one request,30,en en en ta en en en en en ta en ta en ta en ta ta ta ta ta en na ta ta en ta ta ta en en,30
